40;40
18
3	5
3	6
3	7
4	5
5	5
6	5
7	5
8	5
4	6
5	6
6	6
7	6
4	7
5	7
6	7
7	7
5	8
6	8
3	12
3	13
4	12
4	13
2	21
2	22
3	21
3	22
6	11
6	12
7	11
7	12
5	18
5	19
6	18
6	19
5	24
5	25
5	26
6	25
6	26
2	33
3	31
3	32
3	33
4	29
4	30
4	31
4	32
5	29
5	30
6	28
6	29
7	29
7	28
4	39
4	38
9	37
10	37
11	37
9	36
10	36
11	36
10	35
11	35
8	15
9	15
10	15
9	14
10	14
11	14
10	13
11	13
13	16
13	17
8	18
9	18
10	18
11	18
12	18
8	19
9	19
10	19
12	19
13	19
11	19
14	19
13	20
12	20
11	20
10	20
9	20
8	20
10	21
11	21
12	21
13	21
10	8
11	8
12	8
11	7
12	7
13	7
14	7
15	7
16	7
13	6
14	6
15	6
16	6
15	5
16	5
17	40
16	40
15	40
14	40
16	38
17	38
18	38
17	39
16	39
15	39
14	39
14	38
15	38
15	36
16	36
15	35
16	35
15	32
16	32
15	31
16	31
17	29
16	29
17	28
16	28
13	27
14	27
13	26
14	26
13	1
14	1
13	2
14	2
17	10
17	11
17	12
17	13
17	14
18	10
18	11
18	12
18	13
18	14
18	15
19	14
19	15
19	16
19	17
20	16
21	16
22	16
23	16
20	17
21	17
22	17
23	17
21	18
22	18
23	18
24	18
25	18
24	19
25	19
24	20
25	20
26	20
26	19
26	18
26	17
26	16
27	18
27	17
27	16
27	15
27	14
27	13
27	12
28	16
28	15
28	14
26	12
26	13
27	10
27	9
26	10
26	9
26	8
26	7
26	6
25	9
24	9
23	9
25	8
24	8
23	8
22	8
21	8
22	6
21	6
20	6
21	7
22	7
23	7
24	7
25	7
21	1
21	2
21	3
21	4
22	2
22	3
22	4
20	2
20	3
25	2
26	2
30	2
31	2
30	3
31	3
33	5
33	6
33	7
34	5
34	6
34	7
35	6
35	7
38	2
38	3
39	4
39	5
40	4
40	5
38	6
38	7
37	6
37	7
38	13
38	14
38	15
39	13
39	14
39	15
31	16
32	16
33	16
21	24
22	24
21	25
22	25
24	28
24	29
26	24
26	25
26	26
25	26
23	39
24	39
20	31
20	32
21	32
21	33
21	34
22	33
22	34
22	35
23	34
23	35
23	36
24	35
24	36
28	40
29	40
28	39
29	39
30	39
27	37
28	37
29	37
27	36
28	36
29	32
29	31
30	32
30	31
29	26
30	26
29	25
30	25
32	35
32	34
32	31
32	30
32	29
33	35
33	34
33	33
33	32
33	31
33	30
33	29
35	33
35	32
35	31
34	31
34	32
34	33
38	39
39	39
38	38
39	38
39	36
40	36
37	34
37	33
37	32
37	31
37	30
38	34
38	33
38	32
38	31
38	30
39	30
39	29
39	28
40	29
40	28
38	26
38	25
38	23
38	22
38	21
38	20
37	20
37	21
37	22
37	23
37	24
37	25
37	26
39	26
35	25
35	24
35	23
35	22
36	23
36	24
36	25
34	21
34	22
34	23
34	24
33	23
33	22
33	21
33	20
32	20
32	21
9	10
3	36
6	39
