20;20
9
1	6
2	6
3	6
4	6
5	6
6	6
7	6
8	6
9	6
4	5
5	5
6	5
7	5
4	4
5	4
6	4
7	4
10	5
10	6
10	7
10	8
10	9
15	3
16	3
17	3
15	6
16	6
17	6
14	6
14	7
14	8
14	9
14	10
14	11
14	12
14	13
15	13
16	13
17	13
18	13
19	13
20	13
18	10
19	10
20	10
20	9
19	9
18	9
19	18
20	18
19	19
19	20
20	20
20	19
11	16
12	16
13	16
14	16
15	16
15	17
14	17
13	17
12	17
11	17
3	20
4	20
5	20
6	20
7	20
3	19
4	19
5	19
6	19
7	19
1	13
2	13
3	13
4	13
5	13
6	13
7	13
8	13
9	13
10	13
4	14
4	15
4	16
5	14
5	15
5	16
1	8
1	9
1	10
1	11
2	8
2	9
2	10
2	11
5	9
6	9
7	9
5	10
6	10
7	10
14	1
14	2
14	3
