40;40
0
20	13
16	14
15	5
26	20
32	30
16	20
19	13
24	40
9	13
31	13
24	31
31	20
29	13
16	22
13	30
29	20
15	12
16	26
21	13
24	33
38	13
16	27
16	24
21	20
12	30
9	1
28	30
38	20
23	30
24	13
9	8
8	13
17	13
37	13
1	13
11	30
22	13
36	30
9	10
24	20
30	40
17	20
37	20
39	30
30	31
22	20
7	30
25	30
3	13
33	13
34	30
16	25
2	30
10	30
40	13
18	30
26	30
27	30
15	13
15	3
9	6
15	4
33	20
24	37
40	20
30	33
16	30
20	30
16	21
5	13
9	7
35	13
19	30
30	13
35	20
9	30
32	13
31	30
6	13
30	20
29	30
15	1
32	20
15	8
15	2
9	5
21	30
16	23
24	32
38	30
16	29
9	11
4	13
16	28
24	38
24	39
16	15
24	30
8	30
17	30
37	30
1	30
22	30
28	13
30	34
23	13
15	6
9	12
14	30
11	13
36	13
3	30
28	20
23	20
33	30
15	7
36	20
39	13
7	13
25	13
9	9
40	30
16	19
15	30
39	20
30	32
25	20
34	13
2	13
10	13
18	13
26	13
27	13
35	30
34	20
30	38
30	39
27	20
30	30
16	13
