40;40
0
26	16
8	12
36	8
8	15
36	27
19	3
19	4
19	13
19	14
39	8
8	40
39	27
25	8
13	32
8	9
8	31
26	22
19	16
34	8
34	27
26	26
26	17
27	8
7	34
26	8
12	32
26	10
26	27
26	24
19	22
8	33
20	8
20	27
19	1
11	32
2	34
19	37
19	26
19	17
19	8
19	10
19	27
19	2
8	3
19	24
8	4
8	13
8	14
31	27
19	34
8	20
29	27
8	16
10	32
18	32
26	25
21	8
21	27
38	8
38	27
19	6
8	22
26	21
19	32
8	1
19	25
8	37
8	26
19	7
24	8
9	32
8	8
24	27
8	10
8	27
19	38
8	2
8	24
19	39
22	8
37	8
19	30
22	27
19	21
37	27
8	34
26	11
1	34
33	8
33	27
19	35
40	8
26	23
19	5
19	36
40	27
19	11
8	6
8	32
17	32
8	25
26	12
35	8
8	7
35	27
26	15
19	23
8	38
19	29
8	39
30	27
32	8
8	30
19	28
8	21
32	27
26	9
19	12
19	15
6	34
8	35
19	40
19	9
8	5
8	36
19	31
8	11
8	23
26	13
8	29
19	33
26	14
28	8
28	27
8	28
23	8
23	27
