40;40
0
11	17
16	14
29	19
5	35
19	14
31	14
17	31
29	14
29	16
11	32
15	31
30	12
17	14
29	18
28	35
36	35
7	35
25	35
11	23
13	31
30	14
16	35
21	6
6	14
11	31
31	35
29	35
4	14
11	19
30	8
20	31
11	14
29	28
17	35
11	16
39	14
12	22
23	22
30	7
2	14
10	14
27	14
15	35
20	14
11	18
11	24
30	35
24	31
9	14
26	22
6	35
12	6
14	31
23	6
29	20
11	25
4	35
13	35
24	14
8	14
37	14
26	6
29	27
11	35
39	35
22	22
2	35
10	35
27	35
30	3
32	14
29	21
9	35
1	6
22	6
30	2
24	35
8	35
37	35
5	6
11	20
14	35
28	22
34	14
21	31
25	22
29	33
18	22
30	5
32	35
16	22
28	6
21	14
38	14
7	6
25	6
29	22
11	21
18	6
3	14
16	6
29	34
19	6
17	22
34	35
29	6
35	14
30	4
30	13
15	22
12	31
29	30
23	31
17	6
30	1
11	33
21	35
38	35
26	31
12	14
15	6
23	14
13	22
29	15
30	6
3	35
6	6
11	22
26	14
13	6
35	35
11	34
27	22
22	31
11	6
11	30
1	14
29	17
22	14
10	6
27	6
12	35
23	35
20	6
33	14
24	22
40	14
9	6
14	22
5	14
26	35
29	32
11	15
24	6
8	6
25	31
14	6
18	31
29	23
28	14
29	29
16	31
36	14
1	35
22	35
19	31
7	14
25	14
33	35
29	31
18	14
40	35
11	26
