40;40
140
28	24
11	26
17	12
5	35
7	18
7	24
25	24
22	9
18	37
27	26
10	26
2	17
18	8
16	37
28	25
30	23
21	13
11	32
19	37
19	8
9	26
7	25
25	25
10	32
29	24
12	11
6	31
18	7
23	11
13	12
7	35
24	26
17	37
19	7
9	32
8	26
6	19
11	23
17	8
18	35
22	10
29	25
18	36
5	20
16	35
11	12
16	36
4	19
7	28
19	35
27	23
15	37
10	23
6	16
11	31
19	36
8	32
10	12
12	33
17	7
20	12
4	16
9	23
30	24
10	31
18	9
6	18
12	13
23	13
9	12
17	35
2	19
19	9
17	36
4	18
13	8
9	31
22	11
7	20
30	25
24	23
8	23
15	35
2	16
24	12
15	36
8	12
11	8
12	34
11	24
14	12
7	27
8	31
26	22
17	9
3	15
6	35
2	18
10	8
18	10
27	24
10	24
20	37
20	8
11	25
19	10
9	8
9	24
22	13
27	25
10	25
11	35
18	38
18	39
5	33
20	7
16	38
16	39
24	8
8	8
9	25
13	9
17	10
24	24
10	35
19	38
19	39
8	24
14	37
11	28
3	17
18	11
14	8
20	35
20	36
6	20
11	9
9	35
19	11
10	28
24	25
8	25
24	7
4	20
17	38
17	39
5	34
10	9
9	28
7	33
20	9
8	35
18	33
17	11
15	38
15	39
9	9
13	10
14	35
16	33
28	22
21	12
14	36
18	13
12	26
19	33
2	20
8	28
25	22
11	27
11	10
19	13
24	9
8	9
26	26
7	34
10	27
10	10
12	32
14	9
17	33
20	10
18	34
5	15
3	19
29	22
16	34
13	11
9	27
17	13
9	10
19	34
15	33
21	8
3	16
11	11
12	23
20	38
20	39
6	33
24	10
8	27
8	10
12	12
23	12
10	11
3	18
17	34
14	10
12	31
20	11
21	7
26	23
7	15
30	22
9	11
5	17
13	13
15	34
11	33
14	38
14	39
11	13
6	34
10	33
24	11
8	11
5	32
20	33
14	11
10	13
28	26
12	8
23	8
21	9
9	33
20	13
12	24
22	12
7	26
25	26
7	17
11	34
27	22
9	13
26	24
12	25
8	33
10	34
23	7
14	33
7	32
20	34
24	13
8	13
5	31
6	15
29	26
12	35
9	34
14	13
26	25
5	19
21	10
3	20
24	22
4	15
28	23
12	28
22	8
7	23
25	23
8	34
5	16
12	9
23	9
14	34
7	31
18	12
2	15
5	18
30	26
22	7
6	17
7	19
19	12
29	23
21	11
4	17
7	16
6	32
12	27
12	10
23	10
