40;40
141
32	30
34	22
13	32
33	28
15	23
7	24
15	29
2	26
33	9
17	19
16	18
30	23
5	28
30	29
11	32
6	29
15	31
12	21
30	12
7	25
30	31
15	19
13	23
12	5
13	29
4	29
6	31
34	30
35	33
33	20
30	19
11	23
17	18
13	31
4	31
11	29
36	28
13	19
28	9
33	10
7	28
10	23
2	29
11	31
15	18
35	22
37	32
27	12
12	33
5	27
11	19
14	32
2	31
12	4
6	24
31	28
3	30
10	19
15	7
33	21
36	20
13	18
31	9
4	24
12	22
29	9
32	32
37	23
6	25
35	30
37	29
33	11
28	10
14	23
11	18
14	29
16	20
7	27
4	25
37	31
13	7
31	20
12	6
10	18
15	28
14	31
2	24
37	19
32	23
32	29
30	28
11	7
12	30
14	19
6	28
31	10
32	12
33	33
36	21
34	32
17	20
29	10
30	9
2	25
32	31
10	7
28	11
33	13
13	28
4	28
15	3
32	19
15	20
16	21
9	7
33	22
11	28
3	26
14	18
31	21
30	20
34	23
34	29
15	27
2	28
34	12
13	3
31	11
8	7
29	11
13	20
30	10
34	31
36	33
27	9
14	7
17	21
6	27
28	13
11	3
34	19
33	30
11	20
13	27
35	32
4	27
15	21
10	3
5	30
36	22
10	20
31	33
37	28
30	21
15	5
11	27
3	29
14	28
9	3
31	13
30	11
29	13
16	22
2	27
27	10
12	32
13	21
3	31
35	23
35	29
31	22
13	5
32	28
8	3
36	30
11	21
35	31
14	3
37	20
7	30
15	33
32	9
14	20
11	5
35	19
10	21
17	22
12	23
15	4
30	33
12	29
10	5
30	13
27	11
14	27
31	30
15	22
12	31
3	24
32	20
13	33
34	28
9	5
30	22
12	19
5	26
13	4
11	33
34	9
32	10
3	25
33	32
37	21
15	6
13	22
14	21
11	4
8	5
15	30
14	5
27	13
10	4
11	22
12	18
34	20
30	30
6	30
32	21
33	23
13	6
33	29
7	26
3	28
9	4
10	22
33	12
34	10
32	11
13	30
4	30
5	29
33	31
11	6
12	7
35	28
36	32
37	33
14	33
33	19
8	4
11	30
5	31
10	6
14	4
34	21
2	30
37	22
9	6
31	32
32	33
12	28
14	22
36	23
36	29
28	12
34	11
35	20
32	13
3	27
7	29
36	31
8	6
16	23
7	31
32	22
14	6
5	24
36	19
6	26
31	23
31	29
37	30
12	3
12	20
14	30
31	12
15	32
34	33
29	12
4	26
31	31
5	25
16	19
30	32
34	13
17	23
12	27
31	19
35	21
