40;40
131
22	28
36	18
8	15
37	15
5	35
4	32
25	18
25	8
17	31
7	24
25	24
21	33
22	9
2	26
26	10
21	4
6	23
23	21
7	25
6	12
25	7
21	22
10	32
4	23
22	20
6	31
23	5
20	32
4	12
7	35
26	21
9	32
8	17
37	17
4	31
3	22
22	10
26	5
21	6
6	14
2	23
27	23
6	16
18	28
21	30
34	15
8	32
20	29
25	9
4	14
5	27
16	28
23	33
4	16
10	31
19	28
6	24
22	21
23	4
20	31
27	19
36	20
22	5
9	31
4	24
25	20
23	22
24	23
38	15
26	4
6	25
5	21
17	28
8	12
7	27
4	25
8	31
26	22
25	10
6	35
34	17
27	18
23	6
2	24
27	24
24	19
37	19
22	33
4	35
35	15
23	30
8	14
36	21
22	4
26	6
8	16
37	16
2	25
7	21
25	21
38	17
5	33
22	22
25	5
24	18
24	8
37	18
5	13
24	24
10	35
3	26
21	32
5	22
9	35
22	6
35	17
24	7
20	28
5	34
6	27
22	30
7	33
34	19
8	35
21	23
18	33
21	29
7	13
25	4
4	27
16	33
19	33
34	16
27	20
21	31
3	23
7	22
25	22
6	21
24	9
21	19
38	19
34	18
7	34
2	27
4	21
23	32
17	33
5	15
25	6
38	16
24	20
37	20
21	18
21	8
38	18
35	19
21	24
2	21
27	21
18	30
23	23
16	30
23	29
6	33
24	10
19	30
35	16
6	13
36	15
3	24
4	33
23	31
21	7
26	23
7	15
5	26
5	17
4	13
22	32
23	19
6	22
35	18
24	21
3	25
17	30
37	21
4	22
6	34
24	5
26	19
10	33
5	32
21	28
20	33
4	34
22	23
34	20
22	29
23	18
23	8
9	33
21	9
36	17
23	24
7	26
7	17
2	22
27	22
22	31
26	18
5	23
26	8
26	24
8	33
22	19
10	34
23	7
5	12
21	20
38	20
7	32
24	4
8	13
5	31
6	15
18	32
9	34
26	7
16	32
21	10
34	21
24	22
4	15
19	32
20	30
22	18
5	14
23	28
22	8
22	24
7	23
25	23
8	34
5	16
35	20
3	27
23	9
7	12
18	29
24	6
21	21
16	29
17	32
7	31
38	21
5	24
22	7
36	19
19	29
6	26
6	17
18	31
26	9
21	5
25	19
16	31
3	21
23	20
19	31
4	26
4	17
36	16
7	14
5	25
7	16
6	32
17	29
35	21
26	20
23	10
