40;40
3
4	1
4	2
4	3
4	4
4	5
4	6
4	7
4	8
4	9
5	7
5	8
7	1
7	2
7	3
8	1
8	2
8	3
11	1
11	2
11	3
11	4
11	5
11	6
11	7
11	8
11	9
4	10
5	10
8	10
9	10
10	10
11	10
12	10
15	10
16	10
17	10
19	10
18	1
18	2
18	3
18	4
18	5
18	6
18	7
18	8
18	9
18	10
12	3
12	4
12	5
12	6
16	8
16	9
17	8
17	9
22	10
24	10
25	10
26	10
27	10
28	10
29	10
30	10
31	10
32	10
33	10
37	10
38	10
39	10
40	10
23	10
23	9
23	8
23	7
23	6
23	5
23	4
24	4
25	4
26	4
27	4
28	4
29	4
30	4
31	4
32	4
33	4
34	4
34	5
34	6
34	9
34	10
24	6
24	7
24	8
28	7
29	7
28	8
29	8
5	15
6	15
7	15
8	15
9	15
10	15
11	15
12	15
13	15
14	15
15	15
16	15
17	15
18	15
19	15
20	15
21	15
22	15
23	15
24	15
25	15
31	15
32	15
33	15
34	15
35	15
36	15
37	15
38	15
39	15
40	15
26	15
26	16
26	17
26	18
26	19
26	20
26	21
26	22
26	23
26	24
26	25
26	26
26	27
30	15
30	16
30	19
30	20
30	21
30	22
30	23
30	24
30	25
30	26
30	27
31	27
32	27
33	27
34	27
35	27
36	27
37	27
38	27
39	27
40	27
25	27
24	27
23	27
22	27
21	27
20	27
19	27
18	27
17	27
16	27
15	27
14	27
13	27
12	27
11	27
10	27
9	27
8	27
7	27
6	27
5	27
4	27
3	27
2	27
1	27
15	16
15	17
15	18
15	19
15	20
18	21
19	21
20	21
21	21
22	21
23	21
24	21
20	22
20	25
20	26
1	22
2	22
3	22
4	22
5	22
6	22
7	22
8	22
11	22
11	23
11	24
11	25
11	26
15	21
14	21
1	20
2	20
1	21
2	21
7	18
8	18
9	18
7	19
8	19
9	19
14	17
14	18
14	19
17	16
18	16
21	16
21	17
22	16
22	17
24	20
25	20
4	26
5	26
31	20
31	21
33	24
33	25
34	24
34	25
38	23
39	23
40	23
38	24
39	24
40	24
1	31
2	31
5	31
6	31
7	31
8	31
9	31
10	31
11	31
12	31
13	31
14	31
15	31
16	31
17	31
18	31
19	31
20	31
21	31
22	31
23	31
24	31
26	31
27	31
28	31
29	31
32	31
33	31
34	31
35	31
36	31
37	31
38	31
39	31
40	31
35	36
36	36
37	36
38	36
39	36
40	36
34	38
34	37
34	36
28	40
28	39
28	38
28	37
28	36
28	35
28	34
28	33
28	32
19	40
19	39
19	38
19	37
19	36
19	35
19	34
19	33
19	32
3	39
3	38
3	35
3	34
6	39
6	38
6	35
6	34
9	39
9	38
9	34
9	35
12	38
12	39
12	34
12	35
15	38
15	39
15	35
15	34
23	40
24	40
26	37
26	36
26	35
27	37
27	36
27	35
22	36
22	35
1	15
8	7
23	1
25	21
